Date,Hotel_Name,Location,Room_Type,Occupancy_Rate,Bookings,Cancellations,Average_Daily_Rate,Revenue_per_Room,Season,Day_of_Week,Customer_Segment,Booking_Channel,Promotion_Applied,Lead_Time_Days,No_Show,Food_And_Beverage_Revenue,Total_Revenue,Customer_Rating,Length_of_Stay,CheckIn_Rating,Room_Cleanliness_Rating,Spa_Used,Parking_Used,Loyalty_Member,Referral_Source,Complaints_Received,Early_CheckIn,Early_CheckIn,Late_CheckOut,Special_Requests,Customer_Tier,Event_Attendance,Room_Service_Orders,Avg_Response_Time_Min,MiniBar_Usage,InRoom_Dining,Total_Laundry_Cost,Hotel_Branch,Mobile_CheckIn_Used
12/18/2023,Sunset Resort,New York,Deluxe,79.04781147,168,27,63.25,50,Winter,Monday,Leisure,Online,Yes,65,Yes,4.52,54.52,4.9,4,2,3.5,No,Yes,No,Google,0,No,No,No,2,Silver,Yes,3,9.5,No,No,29.45,Airport,No
12/19/2023,Grand Inn,New York,Suite,61.83828997,103,17,208.04,128.65,Winter,Tuesday,Group,Walk-in,Yes,69,No,48.77,177.42,1.1,3,4.2,1.1,Yes,Yes,No,Email,0,No,No,No,0,Silver,Yes,3,23.5,No,Yes,3.02,Downtown,Yes
12/20/2023,Ocean View,New York,Deluxe,67.55810641,196,26,117.77,79.56,Winter,Wednesday,Group,Online,No,71,No,30.51,110.07,2.2,1,3.2,4.8,No,Yes,No,Google,0,No,No,Yes,0,Platinum,Yes,0,28.9,Yes,No,28.95,Downtown,No
12/21/2023,Sunset Resort,Chicago,Suite,70.61378763,135,27,166.83,117.8,Winter,Thursday,Corporate,Walk-in,Yes,24,No,171.84,289.64,3.7,7,1.3,4.3,No,No,Yes,Google,0,No,No,Yes,3,Silver,Yes,0,20.7,No,Yes,45.57,Downtown,Yes
12/22/2023,City Lodge,Chicago,Standard,54.96718816,135,24,112.4,61.78,Winter,Friday,Corporate,Walk-in,Yes,43,No,93.51,155.29,4.6,5,3,2.9,Yes,No,Yes,OTA,1,No,No,No,3,Silver,Yes,2,8.2,Yes,No,74.47,Airport,Yes
12/23/2023,Ocean View,Miami,Deluxe,81.11236518,57,27,124.11,100.67,Winter,Saturday,Group,Phone,No,59,No,80.84,181.51,2,7,1.2,1.1,No,Yes,Yes,OTA,1,Yes,Yes,Yes,2,Silver,No,5,28.9,No,No,14.08,Beachside,No
12/24/2023,Mountain Stay,Los Angeles,Deluxe,62.3017965,162,18,101.31,63.12,Winter,Sunday,Leisure,Online,Yes,46,No,89.9,153.02,4.7,1,3.4,4.5,Yes,No,Yes,Email,0,Yes,Yes,No,1,Silver,Yes,4,5.9,No,Yes,1.45,Beachside,Yes
12/25/2023,Grand Inn,Seattle,Standard,66.57100127,129,23,127.76,85.05,Winter,Monday,Group,Online,No,39,No,194.38,279.43,3.4,8,3.1,1.2,No,Yes,No,Email,0,No,No,No,3,Gold,No,2,11.9,No,No,70.28,Suburban,No
12/26/2023,Mountain Stay,Seattle,Standard,55.08475938,199,26,130.67,71.98,Winter,Tuesday,Corporate,Online,No,6,No,170.05,242.03,4.2,3,2.4,4.5,Yes,Yes,Yes,Friend,1,No,No,No,1,Platinum,Yes,0,12.2,Yes,No,78.31,Suburban,No
12/27/2023,Ocean View,Seattle,Standard,31.56499512,65,14,146.02,46.09,Winter,Wednesday,Group,Agent,No,45,No,141.27,187.36,2.6,7,4.5,2.7,Yes,No,Yes,Social Media,1,Yes,Yes,Yes,4,Silver,No,4,23.6,No,No,47.89,Suburban,No
12/28/2023,Ocean View,Miami,Deluxe,67.13458356,44,8,138.82,93.2,Winter,Thursday,Leisure,Phone,No,22,No,58.1,151.3,1.8,3,4.3,1.1,No,Yes,Yes,Friend,0,No,No,No,2,Platinum,No,4,21.3,No,No,28.27,Airport,Yes
12/29/2023,Ocean View,Chicago,Suite,100,40,7,106.75,106.75,Winter,Friday,Business,Phone,Yes,82,No,33.03,139.78,4.6,3,2.1,3.6,No,No,No,Social Media,1,No,No,No,0,Bronze,No,5,22.7,Yes,Yes,33.49,Beachside,Yes
12/30/2023,Mountain Stay,Miami,Deluxe,81.76906432,140,19,134.28,109.8,Winter,Saturday,Leisure,Phone,Yes,45,No,184.29,294.09,4.7,9,3.4,3.6,No,No,Yes,Friend,0,No,No,No,0,Platinum,No,4,18.5,No,No,0.88,Beachside,No
12/31/2023,Ocean View,Seattle,Suite,69.7110943,141,27,193.41,134.83,Winter,Sunday,Leisure,Agent,No,85,No,84.62,219.45,3,2,4,3.5,No,Yes,Yes,Google,0,No,No,No,1,Gold,Yes,2,28.3,No,Yes,61.27,Beachside,No
1/1/2024,Mountain Stay,Los Angeles,Deluxe,66.05663756,152,0,189.85,125.41,Winter,Monday,Corporate,Online,No,12,No,55.75,181.16,1,4,4.2,1.4,Yes,Yes,No,Social Media,0,Yes,Yes,No,4,Silver,Yes,4,23,No,Yes,96.53,Suburban,No
1/2/2024,Ocean View,New York,Deluxe,70.33698839,89,3,163.67,115.12,Winter,Tuesday,Leisure,Online,Yes,20,No,94.18,209.3,1.4,6,4.9,2.9,No,Yes,Yes,Google,1,No,No,Yes,1,Platinum,No,5,17,No,Yes,60.42,Downtown,No
1/3/2024,City Lodge,Chicago,Standard,78.20678673,132,13,169.89,132.87,Winter,Wednesday,Leisure,Online,No,0,No,183.57,316.44,3.3,3,1.3,4.1,Yes,Yes,Yes,Social Media,0,No,No,No,2,Platinum,Yes,1,27.4,No,No,25.02,Beachside,Yes
1/4/2024,Ocean View,Chicago,Suite,52.28780777,126,24,211.82,110.76,Winter,Thursday,Corporate,Phone,No,18,No,77.41,188.17,1.1,7,3.2,4.8,Yes,Yes,No,Google,0,No,No,Yes,2,Platinum,Yes,3,28.6,No,No,76.57,Downtown,Yes
1/5/2024,Mountain Stay,Miami,Deluxe,86.71482542,131,1,167.14,144.94,Winter,Friday,Corporate,Phone,No,59,No,112.53,257.47,2.6,7,1.2,3.3,Yes,No,Yes,Friend,0,No,No,No,1,Silver,Yes,5,12.8,Yes,No,7.04,Suburban,No
1/6/2024,Sunset Resort,Chicago,Deluxe,80.73071973,127,15,169.33,136.7,Winter,Saturday,Business,Walk-in,Yes,32,No,160.59,297.29,2.2,5,4,3,No,No,Yes,Social Media,1,Yes,Yes,Yes,3,Gold,Yes,3,23.5,Yes,No,47.05,Beachside,Yes
1/7/2024,Ocean View,Seattle,Standard,80.77278589,66,2,103.06,83.24,Winter,Sunday,Group,Agent,No,3,No,85.43,168.67,3.9,3,4.8,4.7,Yes,Yes,No,Social Media,0,No,No,No,4,Gold,Yes,0,10.5,No,No,14.34,Beachside,No
1/8/2024,Sunset Resort,Seattle,Standard,76.57713608,110,25,116.62,89.3,Winter,Monday,Leisure,Agent,Yes,2,No,46.71,136.01,1.2,2,2.3,4.2,No,Yes,Yes,Friend,0,No,No,Yes,3,Gold,No,4,20.5,No,Yes,14.76,Beachside,No
1/9/2024,City Lodge,Miami,Suite,70.29424987,37,7,149.02,104.75,Winter,Tuesday,Corporate,Phone,Yes,51,No,198.91,303.66,3,4,3.5,4.5,Yes,No,No,Email,0,No,No,No,3,Gold,No,1,17,No,No,79.39,Airport,No
1/10/2024,Grand Inn,Seattle,Deluxe,80.09291854,168,5,125.78,100.74,Winter,Wednesday,Business,Walk-in,Yes,27,No,191.31,292.05,3.3,4,3.9,5,No,Yes,Yes,OTA,1,Yes,Yes,No,1,Platinum,Yes,1,5.3,No,No,4.14,Suburban,No
1/11/2024,City Lodge,Los Angeles,Suite,78.87721201,123,15,120.06,94.7,Winter,Thursday,Group,Online,No,69,No,168.7,263.4,3.5,8,5,1.7,No,Yes,No,Friend,0,No,No,Yes,4,Gold,Yes,2,24.1,No,Yes,67.45,Suburban,Yes
1/12/2024,Ocean View,Miami,Deluxe,64.68938934,170,23,123.53,79.91,Winter,Friday,Corporate,Phone,No,69,No,137.67,217.58,2.6,8,2.5,1.5,No,No,No,OTA,0,Yes,Yes,No,2,Gold,No,3,17.7,No,No,35.75,Suburban,No
1/13/2024,Sunset Resort,Los Angeles,Suite,61.39597341,59,15,107.29,65.87,Winter,Saturday,Group,Agent,Yes,54,No,58.97,124.84,2.2,5,1.1,4.7,No,No,No,Friend,0,Yes,Yes,No,3,Platinum,Yes,5,20.3,No,No,23.73,Airport,No
1/14/2024,Sunset Resort,New York,Standard,71.52784443,157,6,126.26,90.31,Winter,Sunday,Group,Agent,Yes,56,No,182.68,272.99,3.7,6,4.3,4.8,Yes,Yes,No,Google,1,No,No,No,3,Silver,Yes,0,13.7,No,Yes,18.76,Beachside,No
1/15/2024,Mountain Stay,Los Angeles,Deluxe,93.23530227,108,29,160.18,149.34,Winter,Monday,Leisure,Agent,Yes,86,No,55.11,204.45,4.4,8,2,4.6,Yes,Yes,No,Email,2,No,No,No,2,Platinum,No,4,26.3,No,Yes,76.18,Suburban,Yes
1/16/2024,Sunset Resort,New York,Suite,51.41339387,199,12,203.89,104.83,Winter,Tuesday,Leisure,Online,No,15,No,160.16,264.99,3.8,1,2,2.8,Yes,No,No,Social Media,1,Yes,Yes,No,3,Platinum,Yes,0,17.6,No,Yes,81.39,Suburban,Yes
1/17/2024,Mountain Stay,New York,Standard,47.98712101,80,12,173.91,83.45,Winter,Wednesday,Corporate,Agent,No,23,No,183.65,267.1,4.7,5,2,4.3,Yes,No,Yes,OTA,1,Yes,Yes,Yes,1,Bronze,Yes,3,7,Yes,No,75.99,Downtown,No
1/18/2024,Grand Inn,Los Angeles,Standard,72.47141262,24,4,169.08,122.53,Winter,Thursday,Group,Online,Yes,68,No,120.6,243.13,3.9,4,4.7,1.7,Yes,Yes,Yes,Email,0,Yes,Yes,No,3,Gold,No,3,28,Yes,No,65.79,Suburban,No
1/19/2024,Ocean View,Miami,Suite,70.76331553,141,24,101.29,71.68,Winter,Friday,Corporate,Online,Yes,40,No,160.61,232.29,4.1,4,4.9,4.9,Yes,No,Yes,Google,0,Yes,Yes,No,1,Silver,No,4,20,No,Yes,11.33,Suburban,Yes
1/20/2024,Mountain Stay,Seattle,Deluxe,72.60012497,74,19,153.58,111.5,Winter,Saturday,Corporate,Online,No,76,No,158.34,269.84,1.7,2,3.6,4.5,No,No,Yes,Google,0,No,No,No,2,Bronze,No,0,16.7,No,No,68.61,Airport,Yes
1/21/2024,Grand Inn,Seattle,Deluxe,73.65929797,56,21,147.99,109.01,Winter,Sunday,Group,Phone,Yes,46,No,38.63,147.64,2.7,1,3,4.9,No,No,Yes,Google,0,No,No,No,0,Platinum,No,5,6.6,No,Yes,28.42,Suburban,Yes
1/22/2024,Sunset Resort,New York,Standard,66.65196618,75,17,158.72,105.79,Winter,Monday,Corporate,Online,No,75,No,133.58,239.37,2.9,6,1.1,2.1,Yes,Yes,Yes,Friend,1,Yes,Yes,Yes,1,Gold,Yes,0,19.5,No,Yes,57.59,Downtown,No
1/23/2024,Sunset Resort,New York,Deluxe,92.34795158,121,14,139.18,128.53,Winter,Tuesday,Group,Walk-in,No,68,No,18.69,147.22,2,7,4.7,3.7,No,Yes,No,Email,0,Yes,Yes,No,0,Silver,Yes,4,13.2,No,Yes,7.95,Airport,No
1/24/2024,Grand Inn,Miami,Deluxe,45.98644032,112,17,199.86,91.91,Winter,Wednesday,Group,Agent,Yes,30,No,101.57,193.48,3.1,5,3.7,1.5,Yes,Yes,No,Email,0,Yes,Yes,No,2,Silver,No,2,17.7,No,No,76.58,Beachside,Yes
1/25/2024,Sunset Resort,Chicago,Deluxe,57.57254463,92,1,151.58,87.27,Winter,Thursday,Group,Phone,Yes,29,No,32.45,119.72,2.2,8,4.3,5,Yes,Yes,No,Friend,0,Yes,Yes,No,0,Bronze,Yes,2,29.8,No,No,25.57,Suburban,No
1/26/2024,Grand Inn,Los Angeles,Standard,68.4511786,78,9,154.51,105.76,Winter,Friday,Group,Agent,No,17,No,83.27,189.03,3.8,9,4.9,4.9,Yes,Yes,Yes,Email,0,No,No,No,1,Silver,Yes,4,14.6,Yes,No,36.68,Beachside,Yes
1/27/2024,Mountain Stay,New York,Suite,45.35216783,21,22,91.13,41.33,Winter,Saturday,Business,Online,No,43,No,166.6,207.93,2.9,2,2.9,2.4,Yes,Yes,No,Social Media,1,No,No,No,3,Gold,No,1,9.2,Yes,No,8.3,Airport,Yes
1/28/2024,Mountain Stay,Seattle,Deluxe,67.36218393,123,12,146.8,98.89,Winter,Sunday,Group,Phone,No,26,No,197.43,296.32,2.8,4,1.6,2.2,Yes,Yes,Yes,Friend,0,No,No,No,3,Gold,No,5,13.2,No,No,93.22,Downtown,No
1/29/2024,Grand Inn,Miami,Standard,94.92205249,70,17,184.48,175.11,Winter,Monday,Leisure,Walk-in,No,25,No,63.59,238.7,4.9,9,1.3,3,No,No,No,Friend,1,Yes,Yes,No,1,Bronze,Yes,3,11.7,No,Yes,20.75,Downtown,Yes
1/30/2024,Mountain Stay,Los Angeles,Standard,70.31329732,49,14,166.67,117.19,Winter,Tuesday,Leisure,Online,No,59,No,106.39,223.58,2.6,5,4.2,4.4,No,No,No,Social Media,0,No,No,No,1,Silver,No,5,18.7,No,No,1.04,Airport,No
1/31/2024,Mountain Stay,Miami,Suite,73.46051359,30,11,85.33,62.68,Winter,Wednesday,Leisure,Agent,Yes,17,No,102.26,164.94,2.4,3,1.3,2.4,No,No,Yes,Email,0,Yes,Yes,Yes,4,Platinum,No,0,25.8,No,Yes,61.77,Airport,No
2/1/2024,Mountain Stay,Los Angeles,Deluxe,51.09752852,127,14,136.51,69.75,Winter,Thursday,Group,Walk-in,No,88,No,190.88,260.63,2.3,6,4.9,1.5,No,Yes,No,OTA,1,Yes,Yes,No,0,Bronze,No,3,16.3,No,No,18.41,Beachside,Yes
2/2/2024,City Lodge,Los Angeles,Deluxe,60.75457888,95,12,201.96,122.7,Winter,Friday,Leisure,Online,No,55,No,95.72,218.42,4.6,3,4.3,2.2,No,No,No,Friend,0,No,No,Yes,4,Platinum,No,0,21,Yes,Yes,58.72,Downtown,No
2/3/2024,Ocean View,New York,Suite,64.3720543,186,17,145.48,93.65,Winter,Saturday,Business,Walk-in,No,30,No,139.82,233.47,3,5,4.1,4.9,Yes,No,Yes,Friend,1,No,No,No,4,Bronze,Yes,5,16.6,Yes,No,35.47,Beachside,Yes
2/4/2024,Sunset Resort,Miami,Suite,65.23427355,109,14,159.67,104.16,Winter,Sunday,Corporate,Online,Yes,58,No,184.36,288.52,3.4,3,1.6,3.8,No,Yes,No,Email,0,No,No,No,3,Bronze,No,0,6.9,No,Yes,36.45,Airport,No
2/5/2024,City Lodge,Miami,Standard,89.22465693,142,24,198.57,177.17,Winter,Monday,Group,Phone,Yes,1,No,74.68,251.85,1.7,6,2.8,4.3,No,No,No,Friend,1,Yes,Yes,Yes,4,Platinum,No,3,19.4,No,Yes,26.35,Suburban,No
2/6/2024,Mountain Stay,Seattle,Standard,78.36536591,144,22,145.36,113.91,Winter,Tuesday,Leisure,Online,No,38,No,180.42,294.33,3.2,5,4.2,2.5,Yes,No,No,Social Media,0,Yes,Yes,No,1,Platinum,No,4,10.1,No,Yes,94.01,Beachside,Yes
2/7/2024,Grand Inn,Seattle,Suite,53.32813065,141,10,173.73,92.65,Winter,Wednesday,Business,Phone,No,60,No,183.49,276.14,2.1,9,4.9,4.7,Yes,Yes,No,Social Media,0,Yes,Yes,No,2,Bronze,Yes,3,16.6,No,Yes,28.21,Downtown,No
2/8/2024,Mountain Stay,New York,Deluxe,73.69757168,113,18,162.34,119.64,Winter,Thursday,Corporate,Online,Yes,62,No,186.13,305.77,3.9,3,4.4,4.2,No,No,No,Google,1,No,No,Yes,1,Bronze,Yes,0,11.2,No,No,4.25,Airport,No
2/9/2024,Ocean View,New York,Standard,77.47332623,122,2,168.75,130.74,Winter,Friday,Business,Online,Yes,17,No,54.09,184.83,4.3,6,3.5,4.7,Yes,No,Yes,Social Media,0,No,No,No,0,Silver,Yes,0,17.7,No,No,68.28,Beachside,Yes
2/10/2024,Mountain Stay,Chicago,Standard,87.10223558,181,6,161.38,140.57,Winter,Saturday,Leisure,Agent,Yes,16,No,80.07,220.64,3.9,8,2.6,3.4,Yes,No,Yes,Friend,1,Yes,Yes,No,0,Platinum,No,5,15,No,Yes,57.44,Airport,Yes
2/11/2024,Grand Inn,Seattle,Deluxe,93.7081103,50,20,133.57,125.17,Winter,Sunday,Business,Walk-in,Yes,38,Yes,174.08,299.25,3.9,7,1.7,2.2,No,No,Yes,Email,0,Yes,Yes,No,0,Gold,Yes,5,17.5,No,Yes,98.12,Beachside,No
2/12/2024,Ocean View,Los Angeles,Standard,54.77358712,71,25,136.57,74.8,Winter,Monday,Corporate,Walk-in,No,70,No,71.83,146.63,3,6,3.8,3.6,No,No,No,Google,0,Yes,Yes,Yes,1,Gold,No,1,27.5,Yes,No,15.48,Beachside,Yes
2/13/2024,Mountain Stay,Miami,Deluxe,57.83713733,108,13,124.36,71.93,Winter,Tuesday,Leisure,Walk-in,Yes,53,No,120.05,191.98,3.8,2,1.8,1.5,Yes,No,No,Google,0,No,No,No,3,Platinum,Yes,4,18.8,No,No,5.45,Downtown,No
2/14/2024,Ocean View,New York,Deluxe,51.13633212,95,13,100.81,51.55,Winter,Wednesday,Corporate,Online,No,75,No,23.61,75.16,2.7,7,3.8,3.9,No,No,No,Email,1,Yes,Yes,Yes,3,Silver,Yes,2,5.9,No,Yes,72.02,Suburban,No
2/15/2024,Sunset Resort,Miami,Deluxe,66.48970211,148,21,187.34,124.56,Winter,Thursday,Business,Online,No,34,Yes,11.25,135.81,3.6,8,2.2,4.2,Yes,No,Yes,Friend,1,Yes,Yes,Yes,0,Silver,No,5,25.3,No,No,23.69,Suburban,No
2/16/2024,Sunset Resort,Miami,Suite,76.99537562,41,12,150.3,115.72,Winter,Friday,Group,Online,Yes,10,No,82.4,198.12,2,1,2.3,1.3,Yes,Yes,No,OTA,0,No,No,Yes,3,Platinum,No,5,5.9,No,No,96.15,Suburban,Yes
2/17/2024,Mountain Stay,Chicago,Suite,84.81001775,59,11,185.82,157.59,Winter,Saturday,Group,Phone,Yes,60,No,115.78,273.37,1.3,9,3.5,1.5,No,Yes,No,Google,2,No,No,No,4,Platinum,No,4,16.3,No,No,49.25,Downtown,Yes
2/18/2024,Ocean View,Seattle,Suite,68.86073465,120,23,196.96,135.63,Winter,Sunday,Group,Phone,Yes,43,Yes,78.54,214.17,2.7,4,2.7,1.7,Yes,Yes,No,Friend,0,Yes,Yes,No,4,Silver,No,4,11.4,No,Yes,54.87,Airport,No
2/19/2024,Grand Inn,New York,Deluxe,65.20228715,130,8,151.6,98.85,Winter,Monday,Group,Agent,Yes,67,Yes,115.55,214.4,2.8,8,4.6,1,Yes,Yes,No,Social Media,0,Yes,Yes,No,4,Gold,Yes,2,12.8,No,No,98.42,Suburban,Yes
2/20/2024,Mountain Stay,Miami,Deluxe,72.27636988,148,0,110.6,79.94,Winter,Tuesday,Corporate,Online,No,24,No,103.02,182.96,2,7,3.2,3.2,Yes,No,No,Social Media,0,No,No,No,3,Platinum,No,1,6.1,No,No,45.91,Suburban,No
2/21/2024,Sunset Resort,New York,Suite,57.47285648,84,18,144.11,82.82,Winter,Wednesday,Group,Walk-in,No,47,No,137.14,219.96,3.9,7,3.8,2.7,No,Yes,Yes,Friend,0,Yes,Yes,Yes,3,Silver,No,3,18.5,No,Yes,68.74,Suburban,No
2/22/2024,Sunset Resort,Los Angeles,Standard,100,189,10,129.87,129.87,Winter,Thursday,Corporate,Walk-in,No,31,No,129.91,259.78,1.3,2,1.7,4.6,No,No,No,Google,0,Yes,Yes,No,3,Silver,Yes,5,16,No,No,33.75,Downtown,No
2/23/2024,Mountain Stay,Chicago,Deluxe,45.88508459,168,22,90.6,41.57,Winter,Friday,Leisure,Agent,Yes,83,Yes,84.85,126.42,1.9,1,2.4,4.7,No,Yes,No,Email,0,No,No,No,3,Bronze,Yes,0,28.5,Yes,Yes,5.35,Beachside,Yes
2/24/2024,Ocean View,Los Angeles,Standard,72.77110868,98,21,134.95,98.2,Winter,Saturday,Group,Walk-in,No,3,No,85,183.2,4,4,2.5,1.3,Yes,No,No,Email,0,No,No,No,0,Platinum,No,1,22.8,No,No,98.94,Beachside,Yes
2/25/2024,Sunset Resort,New York,Standard,100,41,22,147.85,147.85,Winter,Sunday,Corporate,Agent,Yes,37,No,28.16,176.01,2.7,2,4.2,3.1,Yes,Yes,Yes,OTA,1,No,No,Yes,3,Silver,No,4,8.2,No,Yes,74.21,Suburban,Yes
2/26/2024,Ocean View,New York,Deluxe,70.10199767,185,23,130.7,91.62,Winter,Monday,Group,Online,No,62,No,102.65,194.27,3.8,8,1.8,2.7,No,Yes,No,Email,1,No,No,No,4,Platinum,No,2,19.7,No,No,78.89,Beachside,No
2/27/2024,Sunset Resort,Seattle,Deluxe,67.14941447,118,21,126.85,85.18,Winter,Tuesday,Group,Walk-in,Yes,46,No,117.44,202.62,3.3,7,2,4.7,No,Yes,Yes,Friend,0,Yes,Yes,Yes,1,Bronze,Yes,4,22.5,No,No,33.72,Downtown,No
2/28/2024,Sunset Resort,Miami,Standard,64.63831866,27,18,111.67,72.18,Winter,Wednesday,Group,Online,No,0,No,95.3,167.48,4.8,8,2.3,2.5,No,No,No,Social Media,0,Yes,Yes,No,2,Platinum,No,1,11,No,No,1.22,Airport,Yes
2/29/2024,City Lodge,Miami,Standard,67.29412477,194,17,155.88,104.9,Winter,Thursday,Corporate,Phone,No,2,No,65.14,170.04,3.4,6,3.5,1,No,Yes,Yes,OTA,0,No,No,No,3,Gold,Yes,5,22.4,No,Yes,52.37,Suburban,No
3/1/2024,Sunset Resort,Los Angeles,Suite,90.59272712,36,11,206.08,186.69,Spring,Friday,Business,Walk-in,Yes,85,No,144.33,331.02,1.1,1,4.1,4,No,No,No,Email,0,Yes,Yes,No,2,Silver,No,0,20,Yes,No,98.66,Beachside,No
3/2/2024,Grand Inn,Chicago,Suite,36.82207133,36,22,188.36,69.36,Spring,Saturday,Group,Phone,No,61,No,14.93,84.29,2.4,9,4.6,4.9,No,No,Yes,Friend,1,Yes,Yes,Yes,3,Platinum,Yes,5,18.1,No,No,36.34,Downtown,No
3/3/2024,Mountain Stay,Miami,Deluxe,93.00150552,109,27,169.61,157.74,Spring,Sunday,Group,Walk-in,No,63,No,182.89,340.63,1.6,6,3.9,1.9,Yes,Yes,Yes,Google,1,No,No,No,4,Gold,Yes,4,12.5,No,Yes,88.04,Suburban,No
3/4/2024,Mountain Stay,Seattle,Suite,48.64064271,160,27,170.26,82.82,Spring,Monday,Leisure,Online,Yes,16,No,4.13,86.95,4.7,1,2.7,2.4,Yes,Yes,Yes,Friend,1,Yes,Yes,No,4,Gold,Yes,5,21.9,No,No,85.93,Beachside,No
3/5/2024,Ocean View,Los Angeles,Suite,66.00021506,164,27,146.02,96.37,Spring,Tuesday,Business,Agent,Yes,77,No,192.47,288.84,1.4,1,3.9,4.9,No,No,No,Friend,0,No,No,No,4,Platinum,Yes,4,27.6,Yes,No,95.5,Downtown,No
3/6/2024,Sunset Resort,Los Angeles,Suite,63.5613337,185,26,95.86,60.93,Spring,Wednesday,Corporate,Online,Yes,61,No,92.47,153.4,2.6,8,4,3.1,No,Yes,No,OTA,0,No,No,No,4,Gold,Yes,5,27.6,No,Yes,82.69,Beachside,No
3/7/2024,Grand Inn,Seattle,Suite,78.82829905,100,0,138.92,109.51,Spring,Thursday,Leisure,Online,Yes,34,No,82.53,192.04,1.9,6,2.4,1.9,No,No,No,Google,0,No,No,No,4,Bronze,Yes,3,28.5,Yes,Yes,23.95,Airport,No
3/8/2024,Ocean View,Chicago,Standard,46.02813472,97,18,120.92,55.66,Spring,Friday,Group,Online,Yes,12,No,51.29,106.95,4.4,8,1.5,3.1,No,Yes,No,Google,0,Yes,Yes,No,4,Bronze,Yes,4,20,No,Yes,39.81,Suburban,No
3/9/2024,City Lodge,Seattle,Deluxe,76.93258999,192,27,154.64,118.97,Spring,Saturday,Leisure,Walk-in,No,34,No,2.01,120.98,2.2,8,4.7,4.7,Yes,No,Yes,OTA,0,No,No,Yes,2,Gold,Yes,5,9.6,No,Yes,38.36,Airport,Yes
3/10/2024,Ocean View,Chicago,Suite,100,25,26,187,187,Spring,Sunday,Leisure,Agent,Yes,42,No,54.96,241.96,5,8,1.2,3.2,No,Yes,Yes,Google,0,No,No,No,0,Gold,No,3,6.6,No,No,24.07,Beachside,Yes
3/11/2024,Ocean View,Seattle,Standard,49.55238993,182,19,209.2,103.66,Spring,Monday,Group,Phone,No,1,Yes,21.88,125.54,1.2,7,4.7,2.6,Yes,Yes,Yes,Google,1,No,No,No,1,Gold,No,5,21.1,No,Yes,95.9,Beachside,No
3/12/2024,Sunset Resort,Seattle,Standard,72.84559251,129,28,151.94,110.68,Spring,Tuesday,Business,Online,No,55,No,131.96,242.64,1.5,7,4.3,1.5,Yes,No,No,OTA,1,Yes,Yes,No,2,Gold,No,1,5.2,Yes,No,70.32,Beachside,No
3/13/2024,City Lodge,New York,Standard,60.07026733,33,29,99.99,60.06,Spring,Wednesday,Business,Walk-in,Yes,76,Yes,63.81,123.87,1.9,4,1.9,4.3,No,Yes,No,Friend,1,No,No,Yes,1,Bronze,No,5,9.6,Yes,Yes,33.3,Airport,No
3/14/2024,Ocean View,Los Angeles,Suite,76.38830809,91,16,151.88,116.02,Spring,Thursday,Leisure,Phone,No,50,No,153.44,269.46,4.2,9,2.5,2.1,No,No,Yes,OTA,0,Yes,Yes,No,2,Silver,Yes,1,27.8,Yes,Yes,58.83,Beachside,No
3/15/2024,Grand Inn,Seattle,Suite,70.28721666,162,4,152.7,107.33,Spring,Friday,Group,Online,No,53,Yes,41.38,148.71,4.5,2,3,4.9,Yes,No,No,Social Media,0,No,No,Yes,3,Gold,No,0,26.1,Yes,Yes,5.88,Suburban,No
3/16/2024,Grand Inn,Seattle,Deluxe,60.37769636,73,25,170.37,102.87,Spring,Saturday,Corporate,Phone,Yes,15,No,180.05,282.92,1.3,9,1.3,4.5,Yes,No,No,Google,1,Yes,Yes,No,2,Gold,No,0,14,Yes,No,80.79,Suburban,No
3/17/2024,Mountain Stay,Miami,Suite,77.31808427,46,2,149.42,115.53,Spring,Sunday,Leisure,Online,No,17,Yes,104.6,220.13,1.1,3,3.3,3.9,Yes,No,No,Email,0,No,No,No,2,Platinum,Yes,2,16.4,No,No,30.52,Suburban,Yes
3/18/2024,City Lodge,Los Angeles,Suite,97.06522165,32,1,152,147.54,Spring,Monday,Corporate,Phone,Yes,6,No,22.9,170.44,4,2,4.1,4.3,No,No,No,OTA,2,No,No,No,4,Bronze,Yes,1,29.1,No,No,66.47,Downtown,Yes
3/19/2024,City Lodge,Miami,Standard,67.13644312,178,2,131.04,87.98,Spring,Tuesday,Leisure,Phone,Yes,44,No,80.17,168.15,1.5,4,2.2,3.1,Yes,No,Yes,Email,0,No,No,No,0,Gold,No,2,18.8,No,Yes,2.82,Downtown,Yes
3/20/2024,Mountain Stay,Los Angeles,Deluxe,80.79636913,182,7,140.64,113.63,Spring,Wednesday,Leisure,Agent,Yes,35,No,41.35,154.98,1.5,5,1.4,2.8,Yes,Yes,No,OTA,0,No,No,Yes,0,Bronze,No,0,17.1,No,No,20.46,Airport,Yes
3/21/2024,Ocean View,Miami,Suite,50.60090563,79,15,165.4,83.69,Spring,Thursday,Group,Agent,No,40,No,39.94,123.63,1.1,2,3.4,3.8,No,Yes,No,Social Media,0,No,No,Yes,4,Gold,No,1,28.5,Yes,No,94.86,Beachside,No
3/22/2024,City Lodge,Seattle,Suite,55.65345435,25,5,89.75,49.95,Spring,Friday,Group,Online,No,41,No,101.27,151.22,1.2,1,1.8,3,No,Yes,No,Social Media,0,No,No,No,3,Silver,No,3,11.8,Yes,Yes,39.25,Suburban,No
